,id,datetime,club_home,club_away,goal_home,goal_away,result,result_away,xG,xGA,xPoints,xPointsAway
202,19851,2023-02-01 18:00:00,Lille,Clermont Foot,0,0,1,1,1.75188,1.53598,1.5015,1.2069
203,19856,2023-02-01 18:00:00,Reims,Lorient,4,2,3,0,3.61381,0.706803,2.8653,0.0897
204,19857,2023-02-01 18:00:00,Toulouse,Troyes,4,1,3,0,2.94929,1.25445,2.529,0.32909999999999995
205,19848,2023-02-01 20:00:00,Monaco,Auxerre,3,2,3,0,1.97716,1.1306,1.9832,0.7811
206,19852,2023-02-01 20:00:00,Montpellier,Paris Saint Germain,1,3,0,3,0.270069,4.0011,0.019,2.9689000000000005
207,19853,2023-02-01 20:00:00,Lyon,Brest,0,0,1,1,2.29877,0.508973,2.5966,0.2734
208,19854,2023-02-01 20:00:00,Lens,Nice,0,1,0,3,0.396756,2.16495,0.1578,2.7390000000000003
209,19855,2023-02-01 20:00:00,Rennes,Strasbourg,3,0,3,0,1.25645,0.141426,2.4787,0.304
210,19863,2023-02-04 16:00:00,Paris Saint Germain,Toulouse,2,1,3,0,1.80428,0.72878,2.1809999999999996,0.5958000000000001
211,19867,2023-02-04 18:00:00,Troyes,Lyon,1,3,0,3,0.699933,1.30711,0.8198000000000001,1.8962
212,19866,2023-02-04 20:00:00,Rennes,Lille,1,3,0,3,2.18737,2.35242,1.2614,1.487
213,19860,2023-02-05 12:00:00,Clermont Foot,Monaco,0,2,0,3,0.276781,1.46634,0.3589,2.4298
214,19858,2023-02-05 14:00:00,Ajaccio,Nantes,0,2,0,3,0.223431,1.56852,0.2331,2.6088
215,19859,2023-02-05 14:00:00,Auxerre,Reims,0,0,1,1,0.610426,0.406084,1.4888,1.0625
216,19861,2023-02-05 14:00:00,Lorient,Angers,0,0,1,1,0.68751,0.584769,1.3906,1.201
217,19864,2023-02-05 14:00:00,Strasbourg,Montpellier,2,0,3,0,1.51625,0.613708,2.1635999999999997,0.5940000000000001
218,19865,2023-02-05 16:05:00,Brest,Lens,1,1,1,1,2.17044,2.26474,1.3154,1.4312
219,19862,2023-02-05 19:45:00,Marseille,Nice,1,3,0,3,2.61067,1.4814,2.1068,0.6977
220,19874,2023-02-10 20:00:00,Nice,Ajaccio,3,0,3,0,0.568545,0.264601,1.5829,0.9157
221,19868,2023-02-11 16:00:00,Monaco,Paris Saint Germain,3,1,3,0,3.80363,0.932921,2.8353,0.10769999999999999
222,19870,2023-02-11 20:00:00,Clermont Foot,Marseille,0,2,0,3,1.08989,2.10938,0.5129,2.2678999999999996
223,19877,2023-02-12 12:00:00,Toulouse,Rennes,3,1,3,0,2.71302,1.19649,2.4800999999999997,0.3636
224,19869,2023-02-12 14:00:00,Angers,Auxerre,1,1,1,1,0.445823,2.48705,0.1339,2.7895
225,19872,2023-02-12 14:00:00,Lille,Strasbourg,2,0,3,0,3.65427,0.174274,2.9715000000000003,0.0165
226,19873,2023-02-12 14:00:00,Montpellier,Brest,3,0,3,0,3.94905,0.468613,2.9543,0.0281
